date;close
2025-01-29;195.41000
2025-01-28;195.30000
2025-01-27;191.81000
2025-01-24;200.21001
2025-01-23;197.98000
2025-01-22;198.37000
2025-01-21;198.050003
2025-01-17;196
2025-01-16;192.91000
2025-01-15;195.55000
2025-01-14;189.66000
2025-01-13;191.0099945
2025-01-10;192.039993
2025-01-08;193.95000
2025-01-07;195.49001
2025-01-06;196.87000
2025-01-03;191.78999
2025-01-02;189.42999
2024-12-31;189.30000
2024-12-30;191.24001
2024-12-27;192.75999
2024-12-26;195.60001
2024-12-24;196.11000
2024-12-23;194.63000
2024-12-20;191.41000
2024-12-19;188.50999
2024-12-18;188.39999
2024-12-17;195.42000
2024-12-16;196.66000
2024-12-13;189.82001
2024-12-12;191.96001
2024-12-11;195.39999
2024-12-10;185.17000
2024-12-09;175.37000
2024-12-06;174.71001
2024-12-05;172.64000
2024-12-04;174.37000
2024-12-03;171.34000
2024-12-02;171.49001
2024-11-29;168.95000
2024-11-27;169.23000
2024-11-26;169.12000
2024-11-25;167.64999
2024-11-22;164.75999
2024-11-21;167.63000
2024-11-20;175.98000
2024-11-19;178.12000
2024-11-18;175.30000
2024-11-15;172.49001
2024-11-14;175.58000
2024-11-13;178.88000
2024-11-12;181.62000
2024-11-11;180.35001
2024-11-08;178.35001
2024-11-07;180.75
2024-11-06;176.50999
2024-11-05;169.74001
2024-11-04;169.24001
2024-11-01;171.28999
2024-10-31;171.11000
2024-10-30;174.46001
2024-10-29;169.67999
2024-10-28;166.72000
2024-10-25;165.27000
2024-10-24;162.72000
2024-10-23;162.78000
2024-10-22;165.14000
2024-10-21;164.070007
2024-10-18;163.42000
2024-10-17;162.92999
2024-10-16;165.16000
2024-10-15;165.46001
2024-10-14;164.96001
2024-10-11;163.24001
2024-10-10;162.080002
2024-10-09;161.86000
2024-10-08;164.38000
2024-10-07;162.98000
2024-10-04;167.059998
2024-10-03;165.86000
2024-10-02;165.86000
2024-10-01;166.99001
2024-09-30;165.85001
2024-09-27;163.95000
2024-09-26;162.73000
2024-09-25;161.49001
2024-09-24;162.28999
2024-09-23;161.85001
2024-09-20;163.59000
2024-09-19;162.14000
2024-09-18;159.81000
2024-09-17;159.32001
2024-09-16;158.059998
2024-09-13;157.46001
2024-09-12;154.69000
2024-09-11;151.16000
2024-09-10;148.66000
2024-09-09;148.71001
2024-09-06;150.92000
2024-09-05;157.24001
2024-09-04;156.45000
2024-09-03;157.36000
2024-08-30;163.38000
2024-08-29;161.78000
2024-08-28;162.85001
2024-08-27;164.67999
2024-08-26;166.16000
2024-08-23;165.62000
2024-08-22;163.80000
2024-08-21;165.85001
2024-08-20;167.17999
2024-08-19;166.67000
2024-08-16;162.96001
2024-08-15;161.30000
2024-08-14;160.37000
2024-08-13;164.16000
2024-08-12;162.28999
2024-08-09;163.67000
2024-08-08;162.029999
2024-08-07;158.94000
2024-08-06;158.28999
2024-08-05;159.25
2024-08-02;166.66000
2024-08-01;170.75999
2024-07-31;171.53999
2024-07-30;170.28999
2024-07-29;169.53000
2024-07-26;167
2024-07-25;167.28000
2024-07-24;172.63000
2024-07-23;181.78999
2024-07-22;181.67000
2024-07-19;177.66000
2024-07-18;177.69000
2024-07-17;181.020004
2024-07-16;183.92000
2024-07-15;186.53000
2024-07-12;185.070007
2024-07-11;185.57001
2024-07-10;191.17999
2024-07-09;188.98000
2024-07-08;189.029999
2024-07-05;190.60001
2024-07-03;185.82001
2024-07-02;185.24001
2024-07-01;182.99001
2024-06-28;182.14999
2024-06-27;185.41000
2024-06-26;183.88000
2024-06-25;184.029999
2024-06-24;179.22000
2024-06-21;179.63000
2024-06-20;176.30000
2024-06-18;175.089996
2024-06-17;177.24001
2024-06-14;176.78999
2024-06-13;175.16000
2024-06-12;177.78999
2024-06-11;176.62000
2024-06-10;175.0099945
2024-06-07;174.46001
2024-06-06;176.73000
2024-06-05;175.41000
2024-06-04;173.78999
2024-06-03;173.17000
2024-05-31;172.5
2024-05-30;172.11000
2024-05-29;175.89999
2024-05-28;176.39999
2024-05-24;174.99001
2024-05-23;173.55000
2024-05-22;176.38000
2024-05-21;177.85001
2024-05-20;176.92000
2024-05-17;176.059998
2024-05-16;174.17999
2024-05-15;172.50999
2024-05-14;170.34000
2024-05-13;169.14000
2024-05-10;168.64999
2024-05-09;169.96001
2024-05-08;169.38000
2024-05-07;171.25
2024-05-06;168.10001
2024-05-03;167.24001
2024-05-02;166.62000
2024-05-01;163.86000
2024-04-30;162.78000
2024-04-29;166.14999
2024-04-26;171.95000
2024-04-25;156
2024-04-24;159.13000
2024-04-23;158.25999
2024-04-22;156.28000
2024-04-19;154.089996
2024-04-18;156.0099945
2024-04-17;155.47000
2024-04-16;154.39999
2024-04-15;154.86000
2024-04-12;157.73000
2024-04-11;159.41000
2024-04-10;156.14000
2024-04-09;156.60001
2024-04-08;154.85001
2024-04-05;152.5
2024-04-04;150.53000
2024-04-03;154.92000
2024-04-02;154.56000
2024-04-01;155.49001
2024-03-28;150.92999
2024-03-27;150.87000
2024-03-26;150.67000
2024-03-25;150.070007
2024-03-22;150.77000
2024-03-21;147.60001
2024-03-20;148.74001
2024-03-19;147.029999
2024-03-18;147.67999
2024-03-15;141.17999
2024-03-14;143.10001
2024-03-13;139.78999
2024-03-12;138.5
2024-03-11;137.67000
2024-03-08;135.41000
2024-03-07;134.38000
2024-03-06;131.39999
2024-03-05;132.67000
2024-03-04;133.35001
2024-03-01;137.14000
2024-02-29;138.46001
2024-02-28;136.38000
2024-02-27;138.88000
2024-02-26;137.57001
2024-02-23;143.96001
2024-02-22;144.089996
2024-02-21;142.55000
2024-02-20;141.12000
2024-02-16;140.52000
2024-02-15;142.77000
2024-02-14;145.94000
2024-02-13;145.14000
2024-02-12;147.53000
2024-02-09;149
2024-02-08;145.91000
2024-02-07;145.53999
2024-02-06;144.10001
2024-02-05;143.67999
2024-02-02;142.38000
2024-02-01;141.16000
2024-01-31;140.10001
2024-01-30;151.46001
2024-01-29;153.50999
2024-01-26;152.19000
2024-01-25;151.87000
2024-01-24;148.70000
2024-01-23;147.039993
2024-01-22;145.99001
2024-01-19;146.38000
2024-01-18;143.48000
2024-01-17;141.47000
2024-01-16;142.49001
2024-01-12;142.64999
2024-01-11;142.080002
2024-01-10;142.28000
2024-01-09;140.95000
2024-01-08;138.84000
2024-01-05;135.73000
2024-01-04;136.39000
2024-01-03;138.92000
2024-01-02;138.17000
2023-12-29;139.69000
2023-12-28;140.23000
2023-12-27;140.37000
2023-12-26;141.52000
2023-12-22;141.49001
2023-12-21;140.42000
2023-12-20;138.34000
2023-12-19;136.64999
2023-12-18;135.80000
2023-12-15;132.60001
2023-12-14;131.94000
2023-12-13;132.57001
2023-12-12;132.52000
2023-12-11;133.28999
2023-12-08;134.99001
2023-12-07;136.92999
2023-12-06;130.020004
2023-12-05;130.99001
2023-12-04;129.27000
2023-12-01;131.86000
2023-11-30;132.53000
2023-11-29;134.99001
2023-11-28;137.20000
2023-11-27;136.41000
2023-11-24;136.69000
2023-11-22;138.49001
2023-11-21;136.97000
2023-11-20;136.25
2023-11-17;135.31000
2023-11-16;136.92999
2023-11-15;134.62000
2023-11-14;133.62000
2023-11-13;132.089996
2023-11-10;132.59000
2023-11-09;130.24001
2023-11-08;131.84000
2023-11-07;130.97000
2023-11-06;130.25
2023-11-03;129.10001
2023-11-02;127.49000
2023-11-01;126.45000
2023-10-31;124.080002
2023-10-30;124.46000
2023-10-27;122.17000
2023-10-26;122.28000
2023-10-25;125.61000
2023-10-24;138.81000
2023-10-23;136.5
2023-10-20;135.60001
2023-10-19;137.75
2023-10-18;137.96001
2023-10-17;139.72000
2023-10-16;139.10001
2023-10-13;137.36000
2023-10-12;138.97000
2023-10-11;140.55000
2023-10-10;138.059998
2023-10-09;138.42000
2023-10-06;137.58000
2023-10-05;135.070007
2023-10-04;135.24001
2023-10-03;132.42999
2023-10-02;134.17000
2023-09-29;130.86000
2023-09-28;132.31000
2023-09-27;130.53999
2023-09-26;128.57001
2023-09-25;131.11000
2023-09-22;130.25
2023-09-21;130.44000
2023-09-20;133.74001
2023-09-19;138.039993
2023-09-18;138.21001
2023-09-15;137.39999
2023-09-14;138.10001
2023-09-13;136.71001
2023-09-12;135.34000
2023-09-11;136.92000
2023-09-08;136.38000
2023-09-07;135.25999
2023-09-06;134.46001
2023-09-05;135.77000
2023-09-01;135.66000
2023-08-31;136.17000
2023-08-30;135.88000
2023-08-29;134.57001
2023-08-28;131.0099945
2023-08-25;129.88000
2023-08-24;129.78000
2023-08-23;132.37000
2023-08-22;129.080002
2023-08-21;128.37000
2023-08-18;127.46000
2023-08-17;129.92000
2023-08-16;128.70000
2023-08-15;129.78000
2023-08-14;131.33000
2023-08-11;129.56000
2023-08-10;129.69000
2023-08-09;129.66000
2023-08-08;131.39999
2023-08-07;131.53000
2023-08-04;128.11000
2023-08-03;128.45000
2023-08-02;128.38000
2023-08-01;131.55000
2023-07-31;132.72000
2023-07-28;132.58000
2023-07-27;129.39999
2023-07-26;129.27000
2023-07-25;122.21000
2023-07-24;121.53000
2023-07-21;120.019997
2023-07-20;119.20000
2023-07-19;122.029999
2023-07-18;123.76000
2023-07-17;124.65000
2023-07-14;125.42000
2023-07-13;124.54000
2023-07-12;118.93000
2023-07-11;117.14000
2023-07-10;116.45000
2023-07-07;119.48000
2023-07-06;120.11000
2023-07-05;121.75
2023-07-03;119.90000
2023-06-30;119.70000
2023-06-29;119.099998
2023-06-28;120.18000
2023-06-27;118.33000
2023-06-26;118.34000
2023-06-23;122.34000
2023-06-22;123.15000
2023-06-21;120.55000
2023-06-20;123.099998
2023-06-16;123.53000
2023-06-15;125.089996
2023-06-14;123.67000
2023-06-13;123.83000
2023-06-12;123.64000
2023-06-09;122.23000
2023-06-08;122.14000
2023-06-07;122.5
2023-06-06;127.31000
2023-06-05;126.010002
2023-06-02;124.67000
2023-06-01;123.72000
2023-05-31;122.87000
2023-05-30;123.67000
2023-05-26;124.61000
2023-05-25;123.48000
2023-05-24;120.90000
2023-05-23;122.56000
2023-05-22;125.050003
2023-05-19;122.76000
2023-05-18;122.83000
2023-05-17;120.84000
2023-05-16;119.51000
2023-05-15;116.51000
2023-05-12;117.51000
2023-05-11;116.57000
2023-05-10;111.75
2023-05-09;107.35000
2023-05-08;107.77000
2023-05-05;105.57000
2023-05-04;104.69000
2023-05-03;105.41000
2023-05-02;105.32000
2023-05-01;107.20000
2023-04-28;107.34000
2023-04-27;107.59000
2023-04-26;103.71000
2023-04-25;103.85000
2023-04-24;105.97000
2023-04-21;105.41000
2023-04-20;105.29000
2023-04-19;104.18000
2023-04-18;104.5
2023-04-17;105.97000
2023-04-14;108.87000
2023-04-13;107.43000
2023-04-12;104.64000
2023-04-11;105.35000
2023-04-10;106.44000
2023-04-06;108.42000
2023-04-05;104.47000
2023-04-04;104.72000
2023-04-03;104.36000
2023-03-31;103.73000
2023-03-30;100.89000
2023-03-29;101.39000
2023-03-28;101.029999
2023-03-27;102.46000
2023-03-24;105.44000
2023-03-23;105.60000
2023-03-22;103.37000
2023-03-21;104.92000
2023-03-20;101.22000
2023-03-17;101.62000
2023-03-16;100.32000
2023-03-15;96.11000
2023-03-14;93.97000
2023-03-13;91.11000
2023-03-10;90.63000
2023-03-09;92.32000
2023-03-08;94.25
2023-03-07;93.86000
2023-03-06;95.13000
2023-03-03;93.65000
2023-03-02;92
2023-03-01;90.36000
2023-02-28;90.059998
2023-02-27;89.87000
2023-02-24;89.13000
2023-02-23;90.89000
2023-02-22;91.65000
2023-02-21;91.79000
2023-02-17;94.35000
2023-02-16;95.51000
2023-02-15;96.94000
2023-02-14;94.68000
2023-02-13;94.61000
2023-02-10;94.57000
2023-02-09;95.010002
2023-02-08;99.37000
2023-02-07;107.64000
2023-02-06;102.90000
2023-02-03;104.78000
2023-02-02;107.74000
2023-02-01;100.43000
2023-01-31;98.84000
2023-01-30;96.94000
2023-01-27;99.37000
2023-01-26;97.52000
2023-01-25;95.22000
2023-01-24;97.70000
2023-01-23;99.79000
2023-01-20;98.019997
2023-01-19;93.050003
2023-01-18;91.12000
2023-01-17;91.29000
2023-01-13;92.12000
2023-01-12;91.13000
2023-01-11;91.52000
2023-01-10;88.42000
2023-01-09;88.019997
2023-01-06;87.34000
2023-01-05;86.20000
2023-01-04;88.080002
2023-01-03;89.12000
2022-12-30;88.23000
2022-12-29;88.45000
2022-12-28;86.019997
2022-12-27;87.39000
2022-12-23;89.23000
2022-12-22;87.76000
2022-12-21;89.58000
2022-12-20;89.019997
2022-12-19;88.44000
2022-12-16;90.26000
2022-12-15;90.86000
2022-12-14;95.070000
2022-12-13;95.63000
2022-12-12;93.31000
2022-12-09;92.83000
2022-12-08;93.71000
2022-12-07;94.94000
2022-12-06;96.98000
2022-12-05;99.48000
2022-12-02;100.44000
2022-12-01;100.99000
2022-11-30;100.99000
2022-11-29;95.19000
2022-11-28;96.050003
2022-11-25;97.46000
2022-11-23;98.46000
2022-11-22;97.050003
2022-11-21;95.60000
2022-11-18;97.43000
2022-11-17;98.36000
2022-11-16;98.85000
2022-11-15;98.44000
2022-11-14;95.70000
2022-11-11;96.41000
2022-11-10;93.94000
2022-11-09;87.32000
2022-11-08;88.90000
2022-11-07;88.49000
2022-11-04;86.58000
2022-11-03;83.43000
2022-11-02;86.97000
2022-11-01;90.47000
2022-10-31;94.51000
2022-10-28;96.29000
2022-10-27;92.22000
2022-10-26;94.93000
2022-10-25;104.48000
2022-10-24;102.52000
2022-10-21;101.13000
2022-10-20;99.97000
2022-10-19;99.63000
2022-10-18;100.77000
2022-10-17;99.97000
2022-10-14;96.56000
2022-10-13;99.059998
2022-10-12;97.56000
2022-10-11;97.18000
2022-10-10;97.86000
2022-10-07;98.68000
2022-10-06;101.42000
2022-10-05;101.43000
2022-10-04;101.64000
2022-10-03;98.64000
2022-09-30;95.65000
2022-09-29;97.42000
2022-09-28;100.050003
2022-09-27;97.5
2022-09-26;98.17000
2022-09-23;98.74000
2022-09-22;100.14000
2022-09-21;99.28000
2022-09-20;101.14000
2022-09-19;103.070000
2022-09-16;102.80000
2022-09-15;102.91000
2022-09-14;105
2022-09-13;104.32000
2022-09-12;110.86000
2022-09-09;110.65000
2022-09-08;108.38000
2022-09-07;109.45000
2022-09-06;106.81000
2022-09-02;107.85000
2022-09-01;109.74000
2022-08-31;108.22000
2022-08-30;108.94000
2022-08-29;109.42000
2022-08-26;110.34000
2022-08-25;116.65000
2022-08-24;113.69000
2022-08-23;113.86000
2022-08-22;114.24000
2022-08-19;117.21000
2022-08-18;120.17000
2022-08-17;119.55000
2022-08-16;121.70000
2022-08-15;122.080002
2022-08-12;121.68000
2022-08-11;118.84000
2022-08-10;119.70000
2022-08-09;116.63000
2022-08-08;117.30000
2022-08-05;117.47000
2022-08-04;118.19000
2022-08-03;118.080002
2022-08-02;115.13000
2022-08-01;114.86000
2022-07-29;116.32000
2022-07-28;114.22000
2022-07-27;113.059998
2022-07-26;105.019997
2022-07-25;107.51000
2022-07-22;107.90000
2022-07-21;114.34000
2022-07-20;113.90000
2022-07-19;113.81000
2022-07-18;109.029999
2022-07-15;111.77750
2022-07-14;110.36750
2022-07-13;111.35350
2022-07-12;114.020500
2022-07-11;115.67650
2022-07-08;119.35350
2022-07-07;118.78300
2022-07-06;114.57200
2022-07-05;113.26300
2022-07-01;108.73750
2022-06-30;108.96300
2022-06-29;111.70150
2022-06-28;112.0074997
2022-06-27;115.83350
2022-06-24;117.97500
2022-06-23;112.24200
2022-06-22;111.48750
2022-06-21;111.54400
2022-06-17;107.14350
2022-06-16;106.033501
2022-06-15;109.76450
2022-06-14;106.71550
2022-06-13;106.39250
2022-06-10;111.16150
2022-06-09;114.83550
2022-06-08;117.19400
2022-06-07;117.14950
2022-06-06;116.82050
2022-06-03;114.54100
2022-06-02;117.62250
2022-06-01;113.89200
2022-05-31;113.76200
2022-05-27;112.31650
2022-05-26;107.79250
2022-05-25;105.80500
2022-05-24;105.97000
2022-05-23;111.48800
2022-05-20;108.90800
2022-05-19;110.38400
2022-05-18;111.89950
2022-05-17;116.47300
2022-05-16;114.44500
2022-05-13;116.050499
2022-05-12;112.84400
2022-05-11;113.60250
2022-05-10;114.39500
2022-05-09;112.51100
2022-05-06;115.74650
2022-05-05;116.50550
2022-05-04;122.26100
2022-05-03;117.33400
2022-05-02;116.58300
2022-04-29;114.10950
2022-04-28;118.52250
2022-04-27;114.29450
2022-04-26;118.65000
2022-04-25;123.073997
2022-04-22;119.63550
2022-04-21;124.81450
2022-04-20;128.039993
2022-04-19;130.0090027
2022-04-18;127.67650
2022-04-14;126.73000
2022-04-13;129.89400
2022-04-12;127.71450
2022-04-11;128.82350
2022-04-08;133.28751
2022-04-07;135.88850
2022-04-06;136.54800
2022-04-05;140.59100
2022-04-04;142.97150
2022-04-01;140.15050
2022-03-31;139.067505
2022-03-30;141.93851
2022-03-29;142.50549
2022-03-28;141.45551
2022-03-25;141.67300
2022-03-24;141.57201
2022-03-23;138.27550
2022-03-22;139.86800
2022-03-21;136.10150
2022-03-18;136.12550
2022-03-17;133.83900
2022-03-16;133.28050
2022-03-15;129.19800
2022-03-14;125.95100
2022-03-11;129.87050
2022-03-10;132.42950
2022-03-09;133.42000
2022-03-08;127.10450
2022-03-07;126.37850
2022-03-04;131.90649
2022-03-03;133.89951
2022-03-02;134.57150
2022-03-01;134.061493
2022-02-28;135.057007
2022-02-25;134.45950
2022-02-24;132.69099
2022-02-23;127.58800
2022-02-22;129.81351
2022-02-18;130.40300
2022-02-17;132.53900
2022-02-16;137.73801
2022-02-15;136.60851
2022-02-14;135.52600
2022-02-11;134.28250
2022-02-10;138.62000
2022-02-09;141.59200
2022-02-08;139.39900
2022-02-07;139.20100
2022-02-04;143.29300
2022-02-03;143.089996
2022-02-02;148
2022-02-01;137.64400
2022-01-31;135.30350
2022-01-28;133.35100
2022-01-27;129.0050049
2022-01-26;129.23300
2022-01-25;126.93500
2022-01-24;130.80400
2022-01-21;130.35150
2022-01-20;133.30750
2022-01-19;135.11650
2022-01-18;135.99800
2022-01-14;139.48050
2022-01-13;138.58701
2022-01-12;141.43050
2022-01-11;139.73599
2022-01-10;138.66949
2022-01-07;137.016998
2022-01-06;137.74750
2022-01-05;137.77499
2022-01-04;144.39951
2022-01-03;144.99150
2021-12-31;144.85201
2021-12-30;146.20050
2021-12-29;146.65500
2021-12-28;146.68700
2021-12-27;147.90649
2021-12-23;146.91650
2021-12-22;146.41499
2021-12-21;143.47250
2021-12-20;141.60699
2021-12-17;141.72501
2021-12-16;144.44501
2021-12-15;146.44099
2021-12-14;143.90700
2021-12-13;145.82651
2021-12-10;148.0014954
2021-12-09;147.63850
2021-12-08;148.18649
2021-12-07;147.26950
2021-12-06;143.15500
2021-12-03;142.0014954
2021-12-02;142.96600
2021-12-01;141.051498
2021-11-30;141.89751
2021-11-29;145.53050
2021-11-26;142.18300
2021-11-24;146.12000
2021-11-23;145.78200
2021-11-22;146.30200
2021-11-19;148.92650
2021-11-18;149.83850
2021-11-17;148.046997
2021-11-16;147.87601
2021-11-15;148.45200
2021-11-12;148.67799
2021-11-11;145.76649
2021-11-10;145.89349
2021-11-09;148.91850
2021-11-08;149.031006
2021-11-05;148.85201
2021-11-04;148.26750
2021-11-03;146.59801
2021-11-02;145.43250
2021-11-01;143.49699
2021-10-29;148.046005
2021-10-28;145.84900
2021-10-27;146.21750
2021-10-26;139.30850
2021-10-25;137.44701
2021-10-22;137.56650
2021-10-21;141.88600
2021-10-20;141.76900
2021-10-19;143.23700
2021-10-18;142.77800
2021-10-15;141.36800
2021-10-14;141.15100
2021-10-13;137.58200
2021-10-12;136.44901
2021-10-11;138.91400
2021-10-08;139.78551
2021-10-07;139.22501
2021-10-06;137.56500
2021-10-05;136.022995
2021-10-04;133.65950
2021-10-01;136.54300
2021-09-30;133.67599
2021-09-29;134.35350
2021-09-28;135.83000
2021-09-27;141.072006
2021-09-24;142.21500
2021-09-23;141.21600
2021-09-22;140.28349
2021-09-21;139.033005
2021-09-20;138.71950
2021-09-17;140.80000
2021-09-16;143.61000
2021-09-15;144.42950
2021-09-14;142.54449
2021-09-13;142.33250
2021-09-10;140.87601
2021-09-09;143.54100
2021-09-08;143.69099
2021-09-07;144.28050
2021-09-03;143.73950
2021-09-02;143.28700
2021-09-01;145.21550
2021-08-31;144.69749
2021-08-30;144.59050
2021-08-27;144.0039978
2021-08-26;141.44051
2021-08-25;142.078995
2021-08-24;141.26151
2021-08-23;140.041504
2021-08-20;137.42950
2021-08-19;135.67999
2021-08-18;135.44901
2021-08-17;136.66150
2021-08-16;138.30949
2021-08-13;137.72749
2021-08-12;137.19400
2021-08-11;136.27901
2021-08-10;136.80701
2021-08-09;136.91299
2021-08-06;135.73849
2021-08-05;136.25150
2021-08-04;135.12550
2021-08-03;135.63000
2021-08-02;134.85451
2021-07-30;134.72650
2021-07-29;135.77750
2021-07-28;136.093994
2021-07-27;131.89999
2021-07-26;134.035004
2021-07-23;133.014999
2021-07-22;128.42149
2021-07-21;127.54900
2021-07-20;126.20950
2021-07-19;124.57800
2021-07-16;126.97000
2021-07-15;127.0049973
2021-07-14;128.23700
2021-07-13;127.34150
2021-07-12;126.97550
2021-07-09;125.51850
2021-07-08;125.043999
2021-07-07;126.47400
2021-07-06;126.19000
2021-07-02;125.25750
2021-07-01;122.44450
2021-06-30;122.089500
2021-06-29;122.27250
2021-06-28;122.53600
2021-06-25;122.50850
2021-06-24;122.5
2021-06-23;122.12700
2021-06-22;122.33050
2021-06-21;121.8125
2021-06-18;120.11100
2021-06-17;121.74350
2021-06-16;120.77250
2021-06-15;121.41950
2021-06-14;122.44550
2021-06-11;121.51000
2021-06-10;121.75650
2021-06-09;120.39700
2021-06-08;119.92200
2021-06-07;120.11500
2021-06-04;119.67850
2021-06-03;117.37900
2021-06-02;118.52950
2021-06-01;119.058998
2021-05-28;117.84250
2021-05-27;118.13400
2021-05-26;119.015503
2021-05-25;118.14350
2021-05-24;118.052002
2021-05-21;114.70650
2021-05-20;115.34750
2021-05-19;113.57500
2021-05-18;113.12350
2021-05-17;114.44600
2021-05-14;113.91900
2021-05-13;111.45200
2021-05-12;110.012497
2021-05-11;113.50300
2021-05-10;114.58750
2021-05-07;117.59650
2021-05-06;116.86750
2021-05-05;115.73850
2021-05-04;115.34150
2021-05-03;117.15400
2021-04-30;117.67500
2021-04-29;119.63800
2021-04-28;117.95200
2021-04-27;114.54900
2021-04-26;115.49650
2021-04-23;114.99650
2021-04-22;112.62600
2021-04-21;113.91750
2021-04-20;113.95050
2021-04-19;114.48800
2021-04-16;114.13750
2021-04-15;114.26250
2021-04-14;112.095497
2021-04-13;112.72150
2021-04-12;112.23100
2021-04-09;113.53350
2021-04-08;112.52150
2021-04-07;111.95150
2021-04-06;110.46300
2021-04-05;110.94800
2021-04-01;106.48900
2021-03-31;103.12600
2021-03-30;102.32350
2021-03-29;102.28950
2021-03-26;101.23650
2021-03-25;101.62300
2021-03-24;101.62650
2021-03-23;102.066498
2021-03-22;101.53450
2021-03-19;101.34800
2021-03-18;101.067001
2021-03-17;104.11100
2021-03-16;104.19450
2021-03-15;102.72200
2021-03-12;102.5
2021-03-11;105.027000
2021-03-10;101.80950
2021-03-09;102.017998
2021-03-08;100.375
2021-03-05;104.85350
2021-03-04;101.69650
2021-03-03;100.57050
